id,registration_number,model,brand,color,max_speed,seating_capacity,year_of_manufacture
5273,NV3422EM,Yukon XL 2500,Nissan,Палений оранжевий,228,30,1984
5274,IA3418KM,GX,Porsche,Кардинал (колір),235,47,1936
5275,BA6911AT,F150 Regular Cab,Dodge,Пастельно-рожевий,102,18,1962
5276,TA7231BA,Silverado 2500 HD Extended Cab,MAZDA,Темно-синій,221,42,1962
5277,NV0252PK,Dakota Club Cab,Dodge,Кукурудзяний,136,3,1934
5278,EI2325AA,Grand Caravan Passenger,Hyundai,Мандариновий,263,41,2008
5279,SV9656EP,500 Abarth,Dodge,Кукурудзяний,258,17,1967
5280,NI0048II,F350 Super Duty Regular Cab,Volkswagen,Мандариновий,282,43,1923
5281,NK5588XN,E150 Passenger,Kia,Яскраво-рожевий,232,45,1949
5282,II1021OX,S10 Regular Cab,Mitsubishi,Яскраво-зелений,233,33,1966
5283,PD7071PT,Spark,Toyota,Білий,143,20,1887
5284,BX5054CO,Celica,Acura,Фіолетовий,294,44,2010
5285,AA8775HC,Ram 3500 Regular Cab,Audi,Зелена мʼята,138,40,1915
5286,XE1133PK,Tiguan,INFINITI,Рожевий,133,13,1904
5287,AC3232AO,Equinox,Audi,Баклажановий,242,25,1895
5288,AK6638AB,Rabbit,Toyota,Амарантовий,102,8,1959
5289,NO5614PB,Sierra 1500 Regular Cab,Audi,Лазурово-синій,129,16,2007
5290,DI5330PE,GS,GMC,Колір жовтого шкільного автобуса,116,5,1934
5291,RR6335AO,Econoline E350 Super Duty Cargo,Mitsubishi,Паросток папаї,241,44,1943
5292,AX8979BM,Ridgeline,Suzuki,Гірчичний,156,1,1917
5293,XM0905OK,Tucson,Jaguar,Лимонний,147,30,1969
5294,BM9978AO,Cougar,Lincoln,Амарантово-рожевий,112,12,1920
5295,KA0629KA,Astro Cargo,Hyundai,Панг,165,9,1916
5296,XS0049KP,F150 Regular Cab,BMW,Лососевий,234,46,1933
5297,EO6274AZ,QX,Cadillac,Пісочний колір,144,35,1942
5298,NN7507HO,Impreza,FIAT,Абрикосовий,197,50,1978
5299,KB1253OP,Tercel,Alfa Romeo,Вода пляжа Бонді,199,25,2021
5300,NK9205PT,SC,Buick,Рожевий,222,45,1941
5301,AB9665PO,570GT,Dodge,Каштановий,252,16,1971
5302,NI8800BO,G-Series G10,Audi,Оливковий,142,36,1950
5303,MH9050TU,Genesis,BMW,Аквамариновий,240,14,1978
5304,XA8580BR,57,Hyundai,Блідо-карміновий,272,49,1954
5305,KH5834OE,Soul,Toyota,Малиновий,221,32,1977
5306,AO2127OM,3000GT,Buick,Смарагдовий,179,46,2006
5307,KM5151CE,4C Spider,Cadillac,Сливовий,266,12,2016
5308,KM4161HE,MR2,Suzuki,Зелений,204,32,1962
5309,SM1513MB,Maxima,Honda,Малахітовий,240,38,1999
5310,TI4227TZ,Endeavor,Chevrolet,Атомний мандаріновий,249,12,2010
5311,BE3408AO,Silverado 2500 HD Crew Cab,Toyota,Яскраво-бурштиновий,161,41,1977
5312,ME7920EP,F250 Super Duty Super Cab,Honda,Пурпуровий,142,49,1987
5313,RX4151OB,CR-Z,Isuzu,Малахітовий,125,42,1969
5314,XT3689HI,Q7,Chevrolet,Ясно-лазуровий,162,18,1935
5315,MM5324AB,Taurus,Honda,Фіолетовий,251,21,1941
5316,AB2881TT,CC,BMW,Жовтий,183,32,1902
5317,EK0507KB,Continental,Mercedes-Benz,Діамантово-рожевий,235,25,1998
5318,RN5287IO,1500 Regular Cab,Pontiac,Глибокий фіолетовий,271,8,1958
5319,SM1840BC,M,Hyundai,Баклажановий,138,20,2013
5320,TM4563KM,Trans Sport,FIAT,Колір морської піни,169,15,1999
5321,ED6820XX,S-Type,Nissan,Відбірний жовтий,185,43,1947
5322,OX4611AB,C-Class,BMW,Синій ВПС,110,1,1938
5323,AA3876AZ,Sierra 2500 HD Crew Cab,Mercedes-Benz,Зелений армійський,276,37,1994
5324,OV0807XC,Rodeo Sport,Chevrolet,Фуксія,120,13,1965
5325,MT1105AB,Prelude,Geo,Лимонно-кремовий,181,41,1897
5326,AE8023KO,LS,Mercury,Індиго,141,41,1892
5327,BO1017MO,Crosstrek,Ford,Гарбуз,263,41,1925
5328,ME4366CM,Elantra GT,Pontiac,Червоний,119,29,1958
5329,IA8478IX,Optima,Toyota,Темний весняно-зелений,260,39,1908
5330,EN8804BO,Versa,Ford,Яскраво-бірюзовий,217,36,1958
5331,BB7589AO,Cirrus,Nissan,Атомний мандаріновий,299,50,2007
5332,IV0881BT,Astro Passenger,Chevrolet,Синій (пігмент),162,41,1974
5333,RR7258BA,Grand Cherokee,BMW,Темно-мандариновий,261,25,1995
5334,RE7920KP,Ram 3500 Quad Cab,Cadillac,Грушевий,222,15,1942
5335,KE0846PN,Avalon,Nissan,Паросток папаї,133,12,1917
5336,TA8307KP,X1,Toyota,Темно-лазурний,123,2,1990
5337,OA0566PN,XJ,Ford,Сірий шифер,138,19,1920
5338,OA1223CB,Xterra,GMC,Темно-рожевий,179,12,1965
5339,NK6811AO,A3,Volkswagen,Палена сіена,270,34,1971
5340,OA3770MM,Tacoma Access Cab,Nissan,Зелено-сірий чай,170,29,1979
5341,OK6703II,B-Series Cab Plus,Tesla,Пурпуровий,290,5,1990
5342,ON6314TI,Sierra 1500 Extended Cab,Mercedes-Benz,Каштановий,294,44,1998
5343,XN9098HK,Transit Connect Cargo,Cadillac,Каштановий,153,28,2011
5344,EM1268IN,626,Ford,Синій Клейна,198,15,2007
5345,XT8223TU,A8,Ford,Кардинал (колір),120,2,1938
5346,EX2747BT,Equinox,Volkswagen,Зелений чай,201,9,1914
5347,SM2448OX,G-Class,Ford,Перський синій,184,19,1892
5348,NE2897BP,Savana 2500 Passenger,Mitsubishi,Блідо-брунатний,205,14,2021
5349,AO7337IA,Silverado 3500 HD Extended Cab,Mercury,Ніжно-рожевий,159,2,1909
5350,BB5556EK,SLS-Class,Jaguar,Ніжно-рожевий,241,39,1888
5351,XI4137HT,Town Car,FIAT,Жовто-персиковий,289,26,1894
5352,KM2122HK,Corsica,MINI,Яскраво-зелений,243,43,1894
5353,MI5307EC,Freestar Passenger,Subaru,Блаватний,169,28,1950
5354,KI7905PE,NV2500 HD Cargo,Ford,Барвінковий,242,11,2014
5355,OE6158OK,Tacoma Double Cab,Mercedes-Benz,Зелений мох,235,26,1943
5356,XO3428KI,Aveo,Jeep,Атомний мандаріновий,178,12,2004
5357,XX1905AO,G,Subaru,Малиновий,182,50,1964
5358,AK3965KN,Frontier Regular Cab,Volvo,Зелене море,256,9,1954
5359,NS0527KB,FF,Ford,Атомний мандаріновий,111,32,1966
5360,AA5791EK,ATS,Lincoln,Абрикосовий,185,12,1952
5361,KM9274PN,Elantra GT,Ford,Палений оранжевий,281,10,1977
5362,KT2376PE,Canyon Regular Cab,Rolls-Royce,Пісочний колір,201,19,1945
5363,TI4669KA,F350 Super Duty Regular Cab,Ford,Жовто-персиковий,260,32,1967
5364,OX1086PX,S40,MAZDA,Темно-бірюзовий,205,20,1997
5365,AO6000PX,Equinox,Nissan,Червоновато-брунатний,147,30,1963
5366,RA6871ME,Tiguan,Jaguar,Індиго,232,35,1966
5367,AN5074HK,Mariner,Jeep,Колір морської піни,288,10,2014
5368,XI5731TB,TITAN Single Cab,BMW,Королівський синій,261,43,1965
5369,AM9840PX,Ranger Regular Cab,Mercedes-Benz,Зелена сосна,283,31,1977
5370,KO2839PM,Cabriolet,Porsche,Кораловий,293,16,2020
5371,XX1398AP,Villager,Toyota,Гарбуз,170,26,2018
5372,EA7818BR,Discovery Sport,Dodge,Лляний,153,14,1918
5373,XN4405XT,Prius,Oldsmobile,Срібний,188,11,1903
5374,NV1974CX,Fusion Energi,Plymouth,Чорний,194,47,1969
5375,KE5204MB,Savana 1500 Cargo,Toyota,Червоний,278,43,1944
5376,EM7807TE,Ranger Super Cab,Acura,Сигнально-помаранчевий,100,7,1997
5377,AX3298BE,Escort,Land Rover,Колір морської піни,155,29,1992
5378,TA3946XX,Versa,Dodge,Пісочний колір,206,4,2002
5379,AK8574CE,Silverado 1500 Extended Cab,Hyundai,Шкіра буйвола,100,32,1899
5380,SM9419AB,Cavalier,Toyota,Золотаво-березовий,284,35,1980
5381,BA4098PI,MKX,Chevrolet,Темний зелений чай,166,45,1951
5382,IE6690OP,Rapide S,Chevrolet,Темний зелений чай,100,19,1905
5383,RV7686XM,QX,Ford,Синій,167,27,1893
5384,NT0766TY,Regal,Lexus,Блакитно-фіолетовий,138,9,1984
5385,NT7660MK,MAZDA6,Mitsubishi,Лавандний,243,15,1953
5386,EN1847TN,GT-R,Subaru,Кардинал (колір),182,16,1951
5387,EO6863HA,Astro Passenger,Mitsubishi,Шкіра буйвола,154,30,2019
5388,SN9128HO,GX,Plymouth,Ніжно-оливковий,237,5,2009
5389,MK4274EK,Hardtop 2 Door,Ford,Палена сіена,112,5,2009
5390,AT6534PX,RSX,Hyundai,Бірюзовий,256,9,1977
5391,AI7214KK,E-Class,Nissan,Амарантовий,121,10,1930
5392,AE0114BM,MKS,Suzuki,Кобальтовий,220,28,2021
5393,XI3399XM,Ram 1500 Quad Cab,Toyota,Панг,183,34,2019
5394,BI7336TY,Elantra GT,MAZDA,Колір жовтого шкільного автобуса,204,25,1986
5395,OO8123KN,Sierra 1500 Extended Cab,Chevrolet,Сливовий,114,32,1926
5396,TM0763HE,Ascender,Chevrolet,Темний індиго,146,26,1983
5397,KB1032AX,599 GTB Fiorano,Chevrolet,Іржавий,130,28,1963
5398,MO3868II,Expedition,Chevrolet,Синій Клейна,182,26,1992
5399,KK6349EE,Aerostar Cargo,GMC,Темно-синій,245,50,1904
5400,OE5483PK,M-Class,Jeep,Ультрамариновий,229,23,1993
5401,SS7215TY,GX,Jeep,Барвінковий,299,4,1904
5402,KB6205HA,Odyssey,Chevrolet,Пастельно-рожевий,231,18,1897
5403,MV0945BP,Enclave,Saturn,Дерева,123,30,1997
5404,II2491EC,A4,Chevrolet,Синій ВПС,125,49,1951
5405,NK8066CM,300 D,MAZDA,Пастельно-зелений,204,9,1966
5406,MH1540EX,Versa Note,Jaguar,Ясно-вишневий,197,4,1886
5407,KT7731AT,3-Sep,Chevrolet,Спаржевий,130,17,1972
5408,TS1394KA,Avalon,Pontiac,Золотисто-каштановий,201,34,1890
5409,EA8217IC,Rio,GMC,Пісочний колір,256,38,1990
5410,IN0700BT,E250 Cargo,Mercedes-Benz,Білий навахо,140,8,1888
5411,KB9570IN,Mercedes-AMG GLE,Toyota,Ніжно-рожевий,189,21,1992
5412,MI9474IB,Explorer,Dodge,Сигнально-помаранчевий,155,40,2010
5413,AI5107PN,F350 Crew Cab,Chrysler,Зелена сосна,130,41,1906
5414,KB0103IM,Corvette,Mercedes-Benz,Болотний,292,28,2007
5415,TO1637EI,Legacy,Audi,Золотаво-березовий,123,41,1898
5416,TM6459KK,Aventador,Bentley,Яскраво-зелений,127,29,1973
5417,XS0886BN,Ram Wagon B350,Ford,Пастельно-зелений,103,26,1963
5418,KK6069KB,RAV4,Chevrolet,Барвінковий,259,12,1943
5419,MV5433XE,CR-V,Ram,Іржавий,297,42,2008
5420,BX6311CK,Savana 2500 Cargo,Mercury,Рожево-ліловий,240,15,1905
5421,SV9661MP,Outback,Mercury,Сангрія,140,47,1919
5422,AM7851BA,Venture Passenger,Nissan,Темно-кораловий,261,34,1905
5423,BX6411OE,Accent,Oldsmobile,Білий навахо,221,16,1890
5424,ET1950TK,2500 Crew Cab,Mercedes-Benz,Ніжно-оливковий,163,35,1993
5425,SE4745TV,2500 Crew Cab,Nissan,Гарячо-рожевий,216,44,1915
5426,SA0378AY,Ram Van 1500,Mercedes-Benz,Умбра палена,263,23,1891
5427,TO7346HM,TITAN XD King Cab,Chevrolet,Малиновий,159,39,1923
5428,IA5392PM,Venture Passenger,Pontiac,Глицінія,284,39,1929
5429,SM8392TO,Sprinter 3500 Cargo,Toyota,Ясно-лазуровий (веб),223,14,1993
5430,RX1014HP,tC,Nissan,Бістр,155,39,1941
5431,TT2194TV,F250 Super Duty Super Cab,Nissan,Діамантово-рожевий,121,6,1987
5432,OE8453IP,Expedition,Jeep,Брунато-малиновий,242,17,1974
5433,XT3533XC,Range Rover,Cadillac,Зелений папороть,231,26,2015
5434,BM5827EA,Vandura 2500,GMC,Жовто-зелений,154,49,1974
5435,RN0945BA,Sprinter 2500 Passenger,Toyota,Колір морської хвилі,195,11,1910
5436,BA4019OE,Ram Wagon B250,Ram,Рожево-лавандний,252,24,1917
5437,KX7971BR,Bonneville,Nissan,Фуксія,211,17,1984
5438,ED3066KI,Quattroporte,Honda,Зелене море,178,8,2013
5439,XE8837KO,Focus,Nissan,Брунато-малиновий,145,12,1914
5440,NK8244MI,LEAF,Kia,Кіновар,193,6,1952
5441,AM2266IO,Phantom,Ford,Блідий рожево-ліловий,264,16,1894
5442,AR5606AI,MX-5 Miata,Porsche,Зелене море,276,13,1888
5443,SS2420XX,Canyon Extended Cab,Ford,Рожевий,126,30,1912
5444,NM5566CE,A5 Sport,Toyota,Зелений,179,25,1977
5445,KT3315HM,Diamante,Ford,Фіолетово-червоний,155,42,1903
5446,EO8736MI,IS,Chevrolet,Золотий,169,43,1891
5447,NE0157ON,SC,BMW,Відбірний жовтий,244,8,1960
5448,NA2222PO,Suburban 1500,Honda,Блідо-пурпуровий,230,22,1907
5449,EX4451PO,CLK-Class,Toyota,Грушевий,268,1,2010
5450,MK4387OO,3500 Crew Cab,Pontiac,Палена сіена,134,15,1989
5451,SA2258PC,Bravada,Freightliner,Синій,179,32,1905
5452,NN0453ON,Express 3500 Cargo,Suzuki,Сангрія,219,4,1996
5453,NV9623HK,Commander,Jeep,Пастельно-рожевий,290,11,1986
5454,TA1209PK,M6,Volvo,Ясно-вишневий,142,17,1934
5455,MH8040XM,Silverado 2500 Regular Cab,INFINITI,Аквамариновий,173,41,1917
5456,TS6212BR,Club Wagon,Land Rover,Яскраво-рожевий,263,28,2000
5457,KK7361XN,Ram Wagon 1500,GMC,Помаранчево-персиковий,262,6,2018
5458,BN4450HO,Mercedes-AMG GLS,Audi,Синій (пігмент),153,24,1943
5459,IA1928KN,Patriot,Ford,Зелений чай,234,31,1941
5460,NV5160TU,Leganza,MAZDA,Арсеновий,276,31,1887
5461,EE9891BN,ES,Dodge,Бургундський,153,15,1986
5462,IV1415BC,Encore,Kia,Глицінія,201,26,1935
5463,BI4720OM,Savana 3500 Cargo,Dodge,Темно-каштановий,205,39,1888
5464,BK0140PA,Town Car,GMC,Відбірний жовтий,191,17,2020
5465,TR3643BP,Savana 2500 Cargo,Subaru,Фіолетово-червоний,178,48,1914
5466,KR9845PN,Avenger,GMC,Панг,127,48,1932
5467,NI0247BL,Sprinter 3500 Cargo,Chevrolet,Колір засмаги,180,8,1975
5468,KI6534BN,Mustang,Nissan,Гарбуз,286,23,1980
5469,EK9018BR,5-Sep,Chevrolet,Колір морської хвилі,162,47,1910
5470,NS9955OK,FX,Nissan,Кобальтовий,201,19,1960
5471,TM5600BC,E150 Super Duty Passenger,Kia,Темно-карміновий,221,27,1939
5472,AX0767HO,Sierra 1500 Double Cab,Ford,Палений оранжевий,143,15,1891
5473,OK0422HP,H3,MAZDA,Темний індиго,197,44,1886
5474,OE6601PO,LHS,Ford,Колір засмаги,153,42,1887
5475,XI5171IB,Avalon Hybrid,Ford,Блідо-пісочний,182,50,1980
5476,XT2864CO,LFA,Nissan,Аметистовий,284,23,1914
5477,RR8625KO,300 D,Mercedes-Benz,Сіра спаржа,109,2,2005
5478,BB0408TO,Accord,MAZDA,Пурпурний,257,24,1901
5479,SV3980IB,Traverse,Volvo,Сірий,141,37,1934
5480,AC3653CM,911,Land Rover,Помаранчево-персиковий,108,5,1969
5481,MO1769AK,Impreza,Lincoln,Колір засмаги,116,28,2002
5482,EO6148EP,Tribeca,Oldsmobile,Колір морської хвилі,120,1,1988
5483,MT2687AP,Ram Wagon 1500,Chevrolet,Палена сіена,129,41,1923
5484,KH7496XT,Grand Cherokee,Ford,Білий навахо,256,4,1916
5485,SM4314BT,Titan King Cab,Ford,Гарбуз,182,23,1918
5486,NO5142BP,Savana 2500 Cargo,Suzuki,Колір жовтого шкільного автобуса,229,35,1986
5487,KC3975HP,Safari Cargo,Mitsubishi,Блакитний Брандейса,154,18,1897
5488,IN5369MX,GT-R,GMC,Пісочний колір,294,24,2013
5489,NV8305AX,Prius,Dodge,Умбра,297,17,1994
5490,AE6506EO,Sierra 2500 HD Regular Cab,Dodge,Сірий,189,40,1911
5491,EO4220EA,Ranger Regular Cab,Chevrolet,Глицінія,220,20,1943
5492,SN5205EE,Patriot,Jeep,Шафрановий,207,19,1991
5493,EA6307HE,570S,Volkswagen,Ціано-блакитний,261,26,1970
5494,EE9625TN,Sprinter 2500 Passenger,Buick,Синя пил,197,19,1942
5495,AN3294MI,Rally Wagon 2500,Chrysler,Орхідея,266,31,1959
5496,DI7434IP,Optima Hybrid,Oldsmobile,Помаранчево-персиковий,250,21,1916
5497,SV8616KC,K900,Honda,Зелений мох,122,26,2019
5498,XN8290XE,RSX,Dodge,Темно-синій,227,32,2021
5499,XA6724ON,Suburban,Toyota,Яскраво-зелений,286,17,2014
5500,EV4541HI,H1,Mercedes-Benz,Кіновар,174,31,1999
5501,KI9264TB,Sierra 1500 Extended Cab,Eagle,Панг,239,11,1997
5502,BE2918EP,B-Series Regular Cab,Audi,Палений оранжевий,233,39,1970
5503,ED0259CK,2500 Crew Cab,Lexus,Сепія,250,11,1908
5504,MH6764PO,Escalade ESV,INFINITI,Темно-аспідний сірий,242,28,2000
5505,BA9806PO,Legacy,Toyota,Зеленувато-блакитний,207,23,1937
5506,AI7506KP,Land Cruiser,Porsche,Багряний,236,28,1924
5507,MK3846PE,Tucson,Dodge,Міжнародний помаранчевий,233,25,1913
5508,XE7194BR,ELR,Honda,Паросток папаї,280,12,2005
5509,TM9358BM,Rapide S,MAZDA,Опівнічно-синій,155,15,1964
5510,AR5542BK,Sierra 1500 Crew Cab,BMW,Лососевий,243,36,2018
5511,ED7495AX,Montego,Porsche,Синій Клейна,247,19,1974
5512,EO3456CA,XV Crosstrek,Chevrolet,Синя сталь,276,7,1956
5513,NV0881ET,Probe,smart,Пурпуровий,260,35,1991
5514,BN0722AZ,E250 Super Duty Cargo,Chevrolet,Палена сіена,233,20,1963
5515,EI4081BQ,Pilot,Nissan,Андроїдний зелений,271,22,1913
5516,OE7499OB,Fusion,BMW,Арсеновий,159,9,1934
5517,NV4764ON,Silverado (Classic) 2500 HD Regular Cab,Audi,Темний пастельно-зелений,286,20,1938
5518,BK2498OB,3500 Extended Cab,Ford,Білий,293,40,1914
5519,OA3874HK,Spark,Toyota,Королівський синій,187,18,1946
5520,IV2629KE,Silverado 3500 Extended Cab,Dodge,Темно-лазурний,203,15,2008
5521,RV1072TO,Kona,Volkswagen,Бістр,182,29,1972
5522,NM0382AB,Forte5,Chevrolet,Темно-кораловий,274,20,2012
5523,MM6675XO,Spectra,Toyota,Темний пастельно-зелений,210,35,1961
5524,OX7076BR,Passat,Acura,Синій Клейна,171,13,1960
5525,BB6957IK,RAV4 Hybrid,Mercedes-Benz,Яскраво-фіолетовий,266,28,1902
5526,OV4641ET,Regular Cab,Chevrolet,Ніжно-блакитний,112,5,1940
5527,KI8711BP,Optima Hybrid,Toyota,Лавандний,211,28,1974
5528,BM0074MB,Malibu,Dodge,Шкіра буйвола,171,31,1943
5529,TM0747CN,2500 Club Coupe,Ford,Синя пил,247,32,1889
5530,AT1411PI,Azera,BMW,Зелене море,190,22,1974
5531,AR0347HM,Nitro,Jeep,Оливковий,201,15,1921
5532,TT6073PA,Ram 3500 Regular Cab,Chevrolet,Алізариновий червоний,222,24,1934
5533,IE1287MB,Silverado 1500 Extended Cab,Mitsubishi,Захисний синій,200,24,1983
5534,OA7172HN,Tundra Regular Cab,Toyota,Блідо-карміновий,237,1,2000
